,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,target
3111,0.9,1088,-200,7.1,862,93,786,1519,1110,25.7,34.8,1.1292,102
3112,0.9,1065,-200,7.4,872,82,831,1481,927,31.6,23.8,1.0842,97
3113,0.8,1016,-200,7.3,868,73,889,1407,665,36.3,16.3,0.9727,91
3114,0.4,930,-200,4.2,723,43,1035,1263,474,37.9,15.0,0.9728,62
3115,0.3,928,-200,4.1,716,39,1060,1252,459,39.4,13.7,0.9639,57
3116,0.1,889,-200,3.8,698,27,1132,1234,437,40.2,12.3,0.8983,40
3117,0.5,966,-200,5.8,802,46,968,1383,607,41.3,11.9,0.9252,60
3118,0.4,973,-200,5.6,792,53,977,1356,620,41.4,11.8,0.9282,70
3119,0.3,950,-200,4.8,754,38,1003,1325,551,40.1,13.6,0.9953,53
3120,0.4,982,-200,5.3,780,39,974,1374,532,37.6,16.4,1.0458,54
3121,0.6,990,-200,6.1,814,49,929,1399,578,33.9,20.3,1.0522,58
3122,0.8,1017,-200,7.4,873,68,874,1464,721,31.6,22.9,1.0469,73
3123,1.2,1067,-200,9.0,938,102,825,1520,912,29.7,24.8,1.016,99
3124,1.6,1147,-200,11.7,1040,123,745,1635,1155,29.0,27.0,1.063,102
3125,1.2,1132,-200,11.0,1014,106,728,1628,1279,27.9,30.4,1.1249,101
3126,0.5,976,-200,6.0,814,66,855,1448,1018,28.0,30.6,1.1396,77
3127,0.3,920,-200,4.3,730,43,944,1393,842,26.8,32.3,1.1235,55
3128,0.1,879,-200,2.8,642,33,1031,1343,740,26.6,33.0,1.1338,51
3129,-200.0,854,-200,2.3,604,-200,1090,1317,625,23.7,38.6,1.1159,-200
3130,0.1,880,-200,2.9,649,33,1022,1374,739,22.2,42.8,1.1317,50
3131,0.3,925,-200,4.1,717,75,936,1455,970,21.2,46.3,1.1501,75
3132,0.8,1044,-200,8.3,912,111,758,1604,1177,21.4,46.5,1.172,89
3133,2.3,1279,-200,16.6,1197,250,599,1906,1518,22.9,43.0,1.1826,112
3134,3.4,1403,-200,25.6,1443,313,508,2234,1811,25.2,38.6,1.2215,142
3135,2.5,1282,-200,17.7,1230,263,594,1924,1696,27.1,34.9,1.231,145
3136,2.4,1262,-200,16.2,1187,282,633,1842,1603,32.4,24.8,1.1886,165
3137,2.1,1195,-200,15.1,1153,226,678,1732,1370,36.8,18.0,1.0945,159
3138,-200.0,1173,-200,14.3,1127,176,709,1678,1194,39.1,16.0,1.11,159
3139,-200.0,1102,-200,10.8,1007,120,777,1534,880,39.2,16.4,1.1439,131
3140,-200.0,1076,-200,10.1,982,96,799,1523,748,40.5,14.9,1.111,123
3141,-200.0,1078,-200,10.9,1012,115,777,1523,868,41.4,13.8,1.0786,129
3142,-200.0,1100,-200,11.0,1014,108,761,1533,959,40.5,14.9,1.114,126
3143,-200.0,1234,-200,16.8,1205,142,658,1781,1160,39.6,17.0,1.2064,149
3144,-200.0,1323,-200,20.7,1316,219,586,1911,1453,37.7,19.8,1.2715,200
3145,-200.0,1263,-200,19.5,1283,193,610,1863,1400,34.3,24.2,1.2857,174
3146,-200.0,1216,-200,14.6,1136,128,658,1737,1265,31.7,28.1,1.2912,131
3147,-200.0,1247,-200,14.3,1127,127,664,1761,1366,30.2,30.8,1.3008,135
3148,-200.0,1264,-200,15.9,1177,132,628,1820,1593,29.4,33.0,1.3343,134
3149,-200.0,1111,-200,10.3,988,77,728,1619,1336,29.2,33.1,1.3202,96
3150,-200.0,1068,-200,8.8,931,72,762,1576,1317,27.6,36.6,1.332,94
3151,-200.0,1015,-200,6.8,850,57,802,1531,1173,27.2,36.9,1.3147,79
3152,-200.0,989,-200,6.3,827,56,827,1513,1163,25.4,41.0,1.3079,79
3153,-200.0,930,-200,3.9,708,-200,924,1440,1012,25.2,41.5,1.3106,-200
3154,-200.0,952,-200,4.1,717,64,879,1481,1164,23.4,47.4,1.3475,89
3155,-200.0,981,-200,4.7,747,52,856,1493,1090,25.1,44.0,1.3794,69
3156,-200.0,1138,-200,9.9,974,122,683,1716,1338,23.9,46.5,1.3637,91
3157,-200.0,1472,-200,24.8,1424,314,499,2257,1808,24.8,43.2,1.3387,135
3158,-200.0,1626,-200,37.3,1713,395,412,2643,2176,27.0,38.7,1.361,166
3159,-200.0,1480,-200,26.2,1460,357,494,2238,2028,29.4,33.6,1.3526,189
3160,-200.0,1367,-200,21.6,1342,308,567,2002,1758,34.8,23.4,1.2781,193
3161,-200.0,1245,-200,16.1,1181,184,645,1747,1350,38.1,18.5,1.2108,164
3162,-200.0,1194,-200,13.0,1083,128,685,1632,1060,38.9,18.0,1.2318,139
3163,-200.0,1156,-200,13.4,1096,125,713,1615,954,39.8,16.0,1.1444,130
3164,-200.0,1107,-200,13.7,1106,135,727,1615,1024,41.7,12.5,0.9941,129
3165,-200.0,1127,-200,14.0,1117,158,714,1625,1092,42.8,12.3,1.0326,132
3166,-200.0,1083,-200,10.4,994,106,771,1544,927,41.4,14.2,1.1128,101
3167,-200.0,1289,-200,17.5,1225,163,632,1796,1274,41.3,15.5,1.21,145
3168,-200.0,1209,-200,12.9,1082,143,685,1662,978,38.3,19.4,1.2851,133
3169,-200.0,1221,-200,14.9,1145,96,648,1753,1050,34.7,23.3,1.2653,110
3170,-200.0,1255,-200,15.5,1164,127,638,1793,1301,32.6,26.3,1.2754,126
3171,-200.0,1163,-200,11.2,1022,95,695,1644,1141,30.9,29.0,1.275,102
3172,-200.0,1234,-200,14.3,1126,104,644,1782,1252,30.1,30.2,1.2711,104
3173,-200.0,1240,-200,14.2,1124,131,645,1799,1300,29.0,33.4,1.3149,112
3174,-200.0,1128,-200,10.0,978,92,733,1683,1193,28.3,36.8,1.3906,89
3175,-200.0,1057,-200,7.6,881,53,784,1574,1081,27.6,38.2,1.3911,67
3176,-200.0,1026,-200,5.8,801,45,816,1545,1094,25.8,43.1,1.4113,63
3177,-200.0,925,-200,3.1,656,-200,967,1440,917,27.4,39.1,1.4072,-200
3178,-200.0,917,-200,2.7,635,19,1006,1421,727,26.3,40.9,1.3803,34
3179,-200.0,1011,-200,5.4,782,75,828,1562,1116,23.3,50.1,1.41,73
3180,-200.0,1079,-200,7.3,869,84,751,1634,1223,23.1,49.7,1.3863,76
3181,-200.0,1322,-200,18.4,1250,160,562,1999,1556,24.2,46.4,1.3834,102
3182,-200.0,1526,-200,27.7,1495,286,471,2405,1904,25.8,42.2,1.3774,140
3183,-200.0,1338,-200,16.9,1207,212,576,1951,1697,28.1,37.3,1.3922,150
3184,-200.0,1421,-200,22.1,1354,279,545,2063,1854,33.9,26.8,1.397,194
3185,-200.0,1197,-200,17.0,1209,207,656,1770,1306,38.0,17.2,1.1227,162
3186,-200.0,1116,-200,12.4,1063,140,736,1571,980,38.9,15.9,1.0896,138
3187,-200.0,1115,-200,11.5,1031,110,741,1561,870,40.4,15.0,1.1125,123
3188,-200.0,1018,-200,7.5,880,67,865,1421,613,40.1,15.2,1.1065,86
3189,-200.0,1109,-200,10.3,989,98,778,1537,819,42.0,14.2,1.1517,107
3190,-200.0,1105,-200,10.2,984,97,767,1532,868,42.7,14.4,1.2092,106
3191,-200.0,1128,-200,11.5,1032,87,733,1576,876,41.6,14.5,1.1483,99
3192,4.1,1301,-200,17.0,1210,124,623,1813,1153,39.6,18.8,1.3413,140
3193,3.8,1416,-200,21.5,1339,165,544,1998,1492,36.1,25.5,1.4949,163
3194,3.4,1301,-200,18.6,1256,164,593,1914,1382,33.3,29.9,1.5079,144
3195,2.9,1261,-200,15.3,1158,122,628,1837,1303,31.2,33.2,1.4831,120
3196,3.1,1295,-200,17.0,1211,134,602,1917,1404,30.1,35.8,1.5034,120
3197,3.5,1239,-200,14.4,1129,121,637,1839,1308,28.9,39.1,1.537,106
3198,2.4,1229,-200,13.6,1103,112,627,1866,1320,27.8,43.3,1.5929,95
3199,1.6,1125,-200,9.6,963,62,713,1719,1179,26.9,46.1,1.608,70
3200,1.3,1044,-200,6.4,832,50,794,1580,1160,26.4,47.1,1.5947,67
3201,0.9,976,-200,4.8,754,-200,842,1545,1070,25.2,51.4,1.621,-200
3202,1.0,1015,-200,5.4,781,72,796,1595,1181,23.8,55.4,1.6073,70
3203,0.8,954,-200,4.1,715,48,867,1527,1010,24.9,50.6,1.5755,50
3204,1.1,1032,-200,6.3,826,58,781,1627,1075,25.0,49.2,1.5418,60
3205,4.4,1518,-200,26.9,1476,306,469,2388,1839,24.7,50.9,1.5593,127
3206,-200.0,1602,-200,35.6,1678,351,410,2662,2105,26.4,46.3,1.5722,149
3207,-200.0,1362,-200,17.5,1225,252,551,2003,1826,28.1,42.0,1.5735,158
3208,3.3,1394,-200,19.9,1294,266,555,2031,1834,34.0,29.9,1.5614,190
3209,2.1,1205,-200,12.6,1070,159,682,1735,1268,37.3,22.9,1.4373,127
3210,2.1,1210,-200,14.0,1118,144,658,1742,1422,40.1,19.0,1.3849,130
3211,2.0,1138,-200,12.2,1055,117,712,1624,1028,42.0,15.8,1.2759,125
3212,1.5,1079,-200,11.1,1019,108,749,1559,929,42.8,14.3,1.2003,113
3213,2.1,1158,-200,14.3,1126,153,693,1654,1150,44.3,13.0,1.183,143
3214,2.3,1186,-200,15.1,1151,166,680,1686,1235,44.6,12.6,1.1684,157
3215,2.8,1261,-200,18.6,1258,179,629,1813,1315,43.4,14.8,1.2882,170
3216,3.6,1339,-200,22.0,1352,225,569,1990,1469,40.6,18.2,1.368,187
3217,4.0,1342,-200,23.0,1377,261,567,2017,1515,37.1,21.3,1.3223,181
3218,3.7,1317,-200,21.1,1327,228,575,1996,1510,34.5,25.5,1.368,158
3219,2.5,1210,-200,15.0,1148,137,639,1849,1327,32.2,30.4,1.4433,112
3220,2.3,1220,-200,13.6,1105,116,643,1838,1318,30.4,35.4,1.5144,100
3221,2.5,1276,-200,14.6,1135,143,625,1887,1436,29.4,38.7,1.5581,105
3222,2.7,1270,-200,16.3,1189,157,592,1917,1608,28.6,38.7,1.4921,107
3223,1.3,1053,-200,8.8,933,72,743,1658,1257,27.7,40.5,1.4835,72
3224,0.8,956,-200,6.0,813,42,846,1544,1094,28.0,39.8,1.4803,59
3225,0.9,954,-200,5.5,790,-200,826,1564,1066,24.8,48.5,1.4953,-200
3226,0.5,912,-200,3.9,706,34,891,1500,1022,25.6,45.8,1.4801,55
3227,0.8,973,-200,5.8,802,74,806,1597,1139,23.6,51.5,1.4852,70
3228,1.0,1037,-200,8.2,906,75,743,1707,1158,25.1,46.5,1.4615,59
3229,2.9,1306,-200,20.1,1299,199,519,2116,1602,24.5,48.3,1.4593,95
3230,3.8,1367,-200,25.5,1441,262,470,2283,1770,26.6,42.8,1.4675,120
3231,3.5,1335,-200,21.6,1340,236,519,2141,1651,29.0,37.6,1.4866,133
3232,2.4,1250,-200,15.5,1166,186,626,1925,1435,34.2,28.5,1.5071,133
3233,1.8,1142,-200,11.2,1021,132,712,1670,1159,37.3,22.9,1.4369,120
3234,2.1,1168,-200,15.4,1160,140,671,1784,1193,40.1,17.5,1.2721,132
3235,2.1,1125,-200,14.6,1137,143,691,1696,1094,42.2,14.6,1.192,135
3236,1.5,1083,-200,12.5,1066,99,725,1621,912,41.9,15.2,1.2173,121
3237,1.5,1080,-200,12.3,1059,107,733,1622,908,43.1,13.8,1.1803,123
3238,1.8,1085,-200,13.2,1091,130,723,1638,1010,42.8,13.8,1.1681,129
3239,2.1,1115,-200,14.7,1140,133,682,1746,1020,41.1,16.5,1.2701,129
3240,3.0,1259,-200,19.9,1295,188,600,1990,1280,38.7,20.3,1.3743,156
3241,2.8,1241,-200,19.1,1271,155,606,1971,1287,35.8,24.1,1.3924,131
3242,2.5,1156,-200,14.8,1144,154,651,1832,1216,33.1,28.3,1.4121,115
3243,1.4,1055,-200,8.6,922,95,784,1634,990,30.1,33.9,1.4257,79
3244,1.7,1144,-200,11.0,1014,110,712,1744,1146,29.0,36.6,1.4431,86
3245,1.8,1169,-200,13.0,1084,116,655,1831,1273,28.5,38.4,1.468,91
3246,2.4,1195,-200,15.2,1156,153,621,1897,1346,27.8,39.9,1.4682,99
3247,1.9,1158,-200,12.1,1052,111,649,1785,1353,27.0,42.8,1.503,83
3248,1.4,1075,-200,9.9,973,79,695,1748,1231,26.4,44.5,1.5119,74
3249,0.8,973,-200,6.0,810,-200,820,1599,1002,25.8,46.6,1.5269,-200
3250,0.7,989,-200,6.3,825,47,774,1602,1126,25.1,48.5,1.5266,64
3251,0.8,967,-200,5.5,789,61,810,1597,995,24.6,52.2,1.5881,61
3252,0.7,968,-200,5.8,803,56,806,1586,1003,24.4,50.5,1.5243,62
3253,1.0,1062,-200,8.1,902,69,733,1715,1055,25.2,49.1,1.5546,65
3254,1.7,1143,-200,10.0,979,109,677,1829,1156,26.6,50.8,1.7419,79
3255,1.9,1152,-200,9.9,976,111,672,1800,1179,28.0,46.9,1.748,90
3256,2.3,1238,-200,13.1,1088,150,636,1883,1306,32.7,34.5,1.6798,116
3257,1.7,1103,-200,9.2,946,87,737,1686,934,36.6,26.5,1.599,89
3258,1.3,1043,-200,6.7,843,64,799,1628,689,37.8,26.3,1.6951,68
3259,1.2,1058,-200,6.5,833,47,804,1623,626,38.3,27.1,1.797,53
3260,0.8,960,-200,3.4,676,34,983,1488,488,35.4,32.4,1.837,34
3261,0.9,972,-200,3.8,699,37,982,1505,495,37.3,28.8,1.8087,38
3262,1.1,1012,-200,5.2,775,49,899,1547,562,36.6,28.2,1.697,53
3263,1.2,1021,-200,6.0,814,54,858,1545,615,35.1,29.6,1.6452,62
3264,1.3,1034,-200,6.0,812,70,866,1563,660,32.3,33.4,1.59,82
3265,1.4,1026,-200,5.6,791,76,875,1549,664,29.9,37.9,1.5745,88
3266,1.2,966,-200,4.4,735,59,932,1494,567,28.2,41.9,1.5776,70
3267,0.9,948,-200,3.7,697,44,983,1475,506,27.2,45.9,1.6316,53
3268,1.1,984,-200,5.0,762,47,870,1557,560,27.3,45.7,1.6308,57
3269,1.5,1077,-200,7.1,859,71,790,1673,724,27.0,47.1,1.6573,73
3270,1.7,1163,-200,7.9,893,90,706,1760,977,23.7,69.3,2.0042,83
3271,0.9,965,-200,3.7,692,45,927,1549,653,23.8,63.5,1.8495,52
3272,0.7,941,-200,3.6,687,44,949,1530,642,24.7,56.9,1.739,52
3273,0.4,851,-200,2.1,589,-200,1119,1432,501,25.0,53.1,1.6541,-200
3274,-200.0,870,-200,2.0,581,15,1119,1463,450,24.1,59.6,1.7657,26
3275,0.3,834,-200,1.3,527,10,1242,1458,427,22.5,69.1,1.8578,17
3276,0.4,859,-200,1.7,561,19,1162,1476,470,23.4,64.4,1.835,28
3277,0.4,843,-200,1.5,544,20,1242,1442,447,24.4,57.9,1.7476,29
3278,0.5,851,-200,1.6,551,30,1224,1443,463,24.5,56.9,1.7225,37
3279,0.5,853,-200,1.7,557,24,1215,1435,454,24.9,54.8,1.7063,31
3280,0.7,908,-200,2.7,632,35,1095,1494,500,27.0,47.4,1.6661,46
3281,0.9,928,-200,3.6,687,48,1025,1491,528,27.6,43.7,1.5877,66
3282,0.8,905,-200,3.0,652,41,1076,1446,490,28.2,42.6,1.6062,54
3283,0.8,901,-200,2.9,646,37,1105,1446,488,29.1,40.8,1.6203,50
3284,0.7,869,-200,2.5,619,32,1163,1417,475,29.8,38.6,1.5911,44
3285,0.8,891,-200,3.1,655,43,1107,1452,486,31.5,34.5,1.5666,52
3286,0.7,855,-200,2.3,606,28,1214,1403,438,31.2,36.3,1.6217,37
3287,0.8,911,-200,3.0,654,38,1102,1466,477,30.0,41.3,1.7259,51
3288,1.2,989,-200,4.0,713,72,954,1552,626,27.6,47.5,1.7266,78
3289,1.6,1048,-200,6.3,826,89,853,1637,747,28.8,41.3,1.6164,90
3290,1.6,1049,-200,6.6,839,103,846,1636,858,28.5,41.6,1.5959,110
3291,1.5,1035,-200,7.3,868,77,833,1653,775,27.7,43.4,1.5833,86
3292,1.5,1034,-200,6.8,850,84,831,1643,803,27.3,44.1,1.5751,88
3293,1.5,1022,-200,6.3,826,82,857,1627,777,26.9,45.5,1.5926,91
3294,1.5,1007,-200,5.9,809,81,876,1611,770,26.6,47.2,1.616,93
3295,1.2,945,-200,4.8,755,50,935,1553,663,26.0,48.0,1.5882,68
3296,0.8,880,-200,2.9,649,30,1056,1465,529,26.2,45.7,1.5324,48
3297,-200.0,837,-200,2.2,597,-200,1129,1414,478,25.9,46.3,1.524,-200
3298,-200.0,822,-200,1.8,569,14,1204,1396,429,25.6,46.8,1.5111,22
3299,-200.0,860,-200,2.5,623,51,1097,1466,552,25.3,47.6,1.5159,59
3300,-200.0,1023,-200,6.8,847,120,830,1663,916,25.4,48.5,1.5507,102
3301,-200.0,1150,-200,11.2,1020,180,686,1842,1169,26.5,46.3,1.5768,116
3302,-200.0,1088,-200,9.7,965,168,734,1744,1049,27.9,42.7,1.5754,109
3303,-200.0,993,-200,7.2,866,111,832,1637,823,28.8,38.9,1.5184,98
3304,-200.0,962,-200,6.8,849,111,861,1559,804,31.7,31.5,1.4487,97
3305,-200.0,974,-200,8.1,905,97,838,1596,805,33.9,26.9,1.3964,97
3306,-200.0,998,-200,8.3,913,90,834,1635,826,34.7,26.5,1.4408,90
3307,-200.0,964,-200,8.6,923,87,834,1590,782,35.4,24.8,1.4017,92
3308,-200.0,903,-200,5.3,780,67,975,1464,593,35.2,24.1,1.351,76
3309,-200.0,973,-200,8.1,903,84,866,1563,698,36.3,22.8,1.3564,97
3310,-200.0,976,-200,8.2,907,86,867,1546,719,35.4,23.8,1.3443,101
3311,-200.0,1026,-200,12.0,1048,124,767,1651,912,34.6,23.5,1.2691,118
3312,-200.0,1163,-200,17.6,1227,144,659,1931,1129,33.0,28.2,1.3921,129
3313,-200.0,1082,-200,14.5,1134,130,709,1763,1089,32.5,27.9,1.3373,131
3314,-200.0,1029,-200,11.8,1042,122,756,1697,1062,30.5,29.9,1.2875,130
3315,-200.0,991,-200,9.4,953,82,815,1616,924,29.1,33.1,1.3126,106
3316,-200.0,950,-200,7.0,856,62,881,1549,780,28.4,35.8,1.3665,92
3317,-200.0,997,-200,8.0,898,65,813,1613,856,27.7,37.9,1.3842,97
3318,-200.0,912,-200,6.0,810,52,873,1511,861,28.3,35.5,1.3414,80
3319,-200.0,861,-200,4.3,729,22,942,1479,684,27.1,38.6,1.3632,40
3320,-200.0,838,-200,4.1,719,27,949,1466,707,25.8,40.9,1.3377,49
3321,-200.0,784,-200,2.0,587,-200,1128,1392,554,26.0,40.6,1.3467,-200
3322,-200.0,800,-200,2.4,615,29,1064,1396,614,24.6,43.4,1.3248,46
3323,-200.0,825,-200,2.7,634,29,1035,1402,606,25.1,42.3,1.326,37
3324,-200.0,996,-200,6.9,853,135,796,1621,1023,23.1,48.8,1.3638,92
3325,-200.0,1086,-200,9.2,947,181,724,1724,1134,24.7,46.8,1.4337,115
3326,-200.0,1041,-200,9.6,962,119,728,1694,936,24.6,45.1,1.3714,102
3327,-200.0,991,-200,9.1,944,116,765,1608,868,26.2,38.5,1.2932,104
3328,-200.0,999,-200,9.3,953,143,780,1600,879,29.3,31.0,1.2445,109
3329,-200.0,981,-200,8.5,918,126,839,1572,785,31.2,26.6,1.192,108
3330,-200.0,926,-200,6.9,853,94,894,1478,651,31.1,26.2,1.1619,90
3331,-200.0,939,-200,6.9,853,96,890,1528,679,31.7,26.4,1.2153,81
3332,-200.0,915,-200,6.4,828,90,928,1474,630,31.7,25.6,1.179,87
3333,-200.0,883,-200,6.2,820,93,942,1413,594,32.6,22.5,1.0901,82
3334,-200.0,926,-200,7.3,869,101,925,1470,655,32.8,22.2,1.0835,99
3335,-200.0,989,-200,10.7,1004,123,818,1577,783,32.4,22.4,1.0701,119
3336,-200.0,1003,-200,11.9,1045,136,781,1602,865,31.4,22.7,1.027,128
3337,-200.0,933,-200,10.6,1001,109,819,1536,776,28.4,24.7,0.9404,111
3338,-200.0,912,-200,9.3,951,124,846,1479,861,27.7,24.2,0.882,114
3339,-200.0,888,-200,6.7,843,82,892,1438,729,26.1,28.3,0.9456,100
3340,-200.0,858,-200,7.2,866,69,874,1421,715,25.3,28.4,0.9041,88
3341,-200.0,837,-200,5.9,809,60,940,1355,615,25.2,27.7,0.874,78
3342,-200.0,902,-200,8.7,929,90,835,1482,824,24.5,28.0,0.8489,101
3343,-200.0,860,-200,6.8,847,58,873,1426,748,23.6,31.9,0.9195,77
3344,-200.0,794,-200,3.8,698,53,999,1336,767,22.8,34.7,0.9514,78
3345,-200.0,742,-200,2.2,602,-200,1156,1283,513,23.6,33.2,0.9577,-200
3346,-200.0,779,-200,3.2,663,45,1022,1337,671,20.5,41.2,0.9802,65
3347,-200.0,798,-200,3.9,706,61,977,1363,798,20.6,41.5,0.9982,74
3348,-200.0,851,-200,6.3,827,76,875,1449,912,20.2,42.5,0.9949,83
3349,-200.0,1048,-200,13.6,1105,144,670,1726,1151,20.9,40.4,0.9884,96
3350,-200.0,1210,-200,26.7,1472,221,515,2112,1525,22.4,38.0,1.0201,120
3351,-200.0,1172,-200,22.8,1372,282,575,1964,1465,26.0,29.7,0.9831,147
3352,-200.0,1026,-200,16.2,1186,235,719,1662,1138,31.4,18.6,0.8398,148
3353,-200.0,914,-200,10.4,994,113,872,1481,763,34.2,15.8,0.8371,91
3354,-200.0,938,-200,11.3,1025,93,829,1517,753,35.4,15.3,0.8649,94
3355,-200.0,908,-200,9.6,962,88,877,1409,665,34.6,15.5,0.8435,95
3356,-200.0,892,-200,7.8,889,87,909,1383,597,33.9,16.2,0.8454,92
3357,-200.0,949,-200,10.7,1003,109,830,1473,730,35.3,15.0,0.8463,113
3358,-200.0,956,-200,10.8,1007,106,838,1464,730,36.8,13.7,0.8335,111
3359,-200.0,1070,-200,17.3,1218,182,704,1697,1108,34.4,16.4,0.8761,166
3360,-200.0,1103,-200,17.7,1232,-200,679,1732,1085,35.3,16.8,0.9448,-200
3361,-200.0,1074,-200,15.5,1166,144,687,1713,1013,32.3,20.7,0.9875,143
3362,-200.0,1086,-200,13.6,1105,144,710,1682,1109,29.6,26.1,1.0682,131
3363,-200.0,960,-200,9.6,964,84,780,1532,913,28.6,27.2,1.048,102
3364,-200.0,974,-200,9.5,958,74,783,1528,908,27.6,27.4,0.9926,94
3365,-200.0,939,-200,8.5,918,80,805,1472,923,26.3,29.0,0.9807,96
3366,-200.0,954,-200,9.0,940,78,776,1518,959,25.4,30.1,0.9602,88
3367,-200.0,925,-200,7.8,890,50,808,1480,898,24.7,32.1,0.9878,72
3368,-200.0,797,-200,2.6,624,18,1074,1276,546,25.7,30.9,1.0048,33
3369,-200.0,787,-200,2.4,610,-200,1087,1259,543,25.1,32.6,1.0203,-200
3370,-200.0,774,-200,1.9,577,21,1158,1265,488,23.9,34.4,1.0079,33
3371,-200.0,838,-200,3.7,693,62,995,1371,704,21.4,40.3,1.0157,60
3372,-200.0,918,-200,7.1,860,74,807,1488,943,21.2,41.2,1.0246,72
3373,-200.0,1125,-200,16.6,1199,171,601,1850,1304,21.6,40.9,1.0468,97
3374,-200.0,1281,-200,26.6,1469,287,491,2179,1669,24.0,36.6,1.0763,136
3375,-200.0,1145,-200,17.9,1238,230,600,1809,1507,26.8,29.5,1.0209,140
3376,-200.0,1088,-200,17.9,1238,261,654,1709,1359,31.8,19.4,0.8936,171
3377,-200.0,1043,-200,14.0,1117,178,742,1586,1076,34.4,16.6,0.8892,150
3378,-200.0,998,-200,10.1,981,116,786,1480,797,35.3,16.7,0.9402,117
3379,-200.0,998,-200,9.5,958,96,800,1484,677,36.4,16.8,1.0033,106
3380,-200.0,960,-200,7.1,860,83,887,1417,559,34.8,19.5,1.0667,95
3381,-200.0,1062,-200,12.3,1060,120,725,1601,830,38.6,16.1,1.0853,137
3382,-200.0,1050,-200,11.7,1039,108,756,1558,734,38.5,16.5,1.1037,129
3383,-200.0,1096,-200,12.8,1078,115,713,1600,801,37.4,18.1,1.1467,135
3384,-200.0,1081,-200,14.0,1117,102,689,1668,828,35.7,19.8,1.1399,127
3385,-200.0,1096,-200,13.9,1112,118,687,1694,865,32.0,24.9,1.1663,122
3386,-200.0,1051,-200,11.7,1039,107,720,1641,916,29.7,28.1,1.1544,118
3387,-200.0,1106,-200,13.8,1109,129,658,1752,1106,28.5,32.1,1.2296,135
3388,-200.0,1177,-200,14.8,1142,133,601,1868,1226,27.6,40.5,1.4715,134
3389,-200.0,1111,-200,11.9,1046,98,651,1754,1106,26.3,45.6,1.5349,105
3390,-200.0,1083,-200,11.1,1019,110,677,1720,1087,25.7,46.1,1.5025,104
3391,-200.0,1005,-200,8.0,900,62,747,1620,1000,25.1,46.3,1.4486,81
3392,-200.0,942,-200,5.6,791,55,841,1551,859,23.5,51.3,1.467,69
3393,-200.0,907,-200,7.1,863,-200,782,1669,919,23.1,52.1,1.4518,-200
3394,-200.0,867,-200,3.5,680,35,932,1477,777,23.7,51.2,1.4795,51
3395,-200.0,882,-200,4.1,716,52,894,1494,790,23.0,52.2,1.4516,52
3396,-200.0,894,-200,4.9,761,36,862,1504,768,23.0,49.9,1.3849,48
3397,-200.0,1263,-200,19.4,1279,182,559,2132,1388,23.0,50.9,1.4105,105
3398,-200.0,1380,-200,26.3,1463,297,470,2322,1691,24.4,49.3,1.4814,150
3399,-200.0,1333,-200,22.0,1350,237,511,2186,1655,26.8,46.6,1.6157,160
3400,-200.0,1264,-200,18.1,1244,235,584,1972,1496,32.2,32.6,1.5412,167
3401,-200.0,1115,-200,12.1,1053,158,686,1722,1086,34.8,26.0,1.4241,141
3402,-200.0,1078,-200,9.4,956,89,742,1628,763,36.1,24.8,1.4628,104
3403,-200.0,1055,-200,10.1,980,80,742,1610,688,37.7,21.8,1.3977,101
3404,-200.0,1031,-200,10.5,995,93,752,1580,694,36.9,21.8,1.3384,118
3405,-200.0,1033,-200,10.8,1006,96,749,1564,725,39.1,18.7,1.2884,121
3406,-200.0,1043,-200,9.6,962,98,777,1554,686,39.3,18.9,1.318,124
3407,-200.0,1118,-200,13.0,1084,104,684,1723,838,38.2,21.8,1.4312,127
3408,-200.0,1137,-200,15.5,1165,121,649,1840,974,36.6,23.3,1.4042,137
3409,-200.0,1153,-200,16.5,1194,116,628,1874,1038,33.3,28.7,1.4454,137
3410,-200.0,1145,-200,14.5,1134,121,647,1828,1108,30.9,34.2,1.5064,135
3411,-200.0,1149,-200,13.2,1092,114,667,1808,1135,29.1,38.9,1.5384,118
3412,-200.0,1149,-200,14.8,1143,112,620,1827,1143,28.1,40.3,1.5086,111
3413,-200.0,1052,-200,10.7,1002,81,716,1667,908,27.0,41.6,1.4596,85
3414,-200.0,-200,-200,-200.0,-200,220,-200,-200,-200,-200.0,-200.0,-200.0,158
3415,-200.0,935,-200,6.4,832,81,809,1566,778,25.7,46.8,1.523,77
3416,-200.0,935,-200,5.5,787,43,864,1588,728,25.1,51.1,1.6044,56
3417,-200.0,930,-200,5.2,772,-200,854,1613,728,23.7,56.5,1.6341,-200
3418,-200.0,880,-200,3.9,704,26,913,1529,676,23.8,55.3,1.6068,37
3419,0.8,916,-200,4.7,748,40,878,1559,742,23.7,54.6,1.5823,49
3420,1.2,975,-200,7.3,871,72,771,1666,942,22.6,58.8,1.5903,71
3421,1.0,948,-200,6.4,829,68,801,1600,926,24.0,53.4,1.5748,71
3422,1.5,1069,-200,9.2,947,89,728,1763,1039,25.2,51.0,1.6131,86
3423,2.8,1210,-200,12.5,1067,151,642,1879,1158,27.3,47.1,1.6807,125
3424,3.4,1272,-200,15.7,1170,215,620,1957,1347,32.8,33.4,1.633,160
3425,3.3,1240,-200,15.9,1175,196,614,1895,1262,36.0,28.0,1.6304,174
