CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,target
6.9,1633,-200,35.6,1677,1018,400,1880,2188,11.7,60.8,0.8336,217
1.1,983,-200,6.4,831,68,847,1585,887,24.5,44.4,1.3476,71
1.2,1034,-200,6.7,845,67,841,1566,702,39.8,25.4,1.8213,88
2.9,1131,-200,14.7,1139,451,643,1097,1363,13.5,18.7,0.2872,214
1.9,1086,-200,12.6,1070,276,907,1423,924,33.0,20.1,0.9959,135
-200.0,1413,-200,24.8,1424,-200,739,2102,1544,17.0,46.0,0.883,-200
4.5,1617,-200,21.3,1333,349,686,2010,1819,17.8,40.5,0.821,150
3.3,1308,-200,14.0,1117,691,549,1261,1795,10.5,38.9,0.4926,235
1.5,1054,-200,8.6,923,63,783,1793,899,23.3,60.5,1.706,64
-200.0,1190,-200,10.4,992,-200,654,1587,1211,21.9,61.4,1.5946,-200
2.8,1157,-200,14.5,1131,370,623,1675,1157,19.6,69.7,1.5675,113
0.4,851,-200,0.5,440,46,1349,918,377,3.4,85.4,0.6736,46
5.7,1578,-200,27.6,1494,980,448,1854,1800,9.9,77.6,0.9488,160
1.3,894,-200,4.5,737,278,913,805,604,9.7,25.7,0.3088,158
4.6,1408,808,24.0,1404,241,646,1972,1463,19.3,28.6,0.6357,154
3.8,1424,-200,14.9,1145,574,641,1482,1615,12.4,78.4,1.1269,122
1.3,897,-200,6.8,849,157,891,1253,910,16.7,46.6,0.8793,90
3.3,1211,-200,16.5,1194,393,797,1599,1188,31.6,22.7,1.041,164
-200.0,1094,-200,9.9,976,-200,719,1753,869,35.6,30.6,1.7493,-200
0.6,912,-200,6.2,819,65,1224,1368,589,30.3,17.0,0.7232,77
3.5,1293,-200,15.1,1153,584,602,1141,1667,6.6,34.4,0.3359,283
4.8,1422,-200,22.4,1362,920,775,1509,1956,12.0,45.9,0.6421,214
-200.0,928,-200,4.9,759,-200,871,1040,775,11.3,45.4,0.6063,-200
2.4,1250,-200,15.5,1166,186,626,1925,1435,34.2,28.5,1.5071,133
1.5,846,-200,8.8,930,89,947,1467,598,30.2,18.0,0.7613,104
1.6,1008,-200,8.4,915,71,783,1643,672,34.9,33.4,1.8384,95
3.3,1488,-200,11.2,1023,492,533,1456,1590,14.1,67.9,1.0859,188
3.2,1024,-200,14.3,1127,189,704,1346,943,14.8,37.5,0.6259,84
1.3,987,-200,5.7,800,86,989,1462,658,15.5,57.1,0.996,88
0.4,844,-200,3.7,696,58,1353,1292,507,25.5,25.9,0.8339,64
-200.0,1236,-200,20.3,1304,-200,822,1868,1237,25.8,26.7,0.8758,-200
-200.0,1253,-200,16.9,1206,291,540,1779,1579,18.4,77.9,1.6389,52
2.1,972,-200,8.2,909,364,827,1012,894,10.0,34.2,0.4212,111
1.8,1074,-200,6.9,854,115,1032,1484,772,17.9,38.4,0.7793,83
3.0,1109,-200,12.3,1060,595,650,1091,1412,10.9,25.7,0.3341,215
-200.0,838,-200,1.7,559,-200,1186,1428,559,28.0,45.2,1.6832,-200
3.0,1307,-200,17.9,1236,397,649,1869,1356,32.2,34.2,1.6145,137
2.0,922,-200,6.7,842,268,849,858,676,2.1,36.6,0.2634,140
2.4,1238,-200,10.6,999,129,833,1648,1013,23.7,39.4,1.1381,118
0.4,814,-200,2.1,589,42,1119,1246,565,20.8,55.9,1.3581,36
-200.0,1348,-200,17.1,1214,-200,678,1874,1509,16.0,56.3,1.0185,-200
0.5,848,-200,3.0,650,24,989,1479,610,25.7,52.5,1.7077,34
0.4,838,-200,2.7,632,24,1079,1438,634,24.0,46.6,1.37,39
-200.0,1140,-200,9.6,963,122,669,1815,918,21.5,78.8,1.9939,102
1.0,-200,87,-200.0,-200,97,-200,-200,-200,-200.0,-200.0,-200.0,79
-200.0,1149,-200,14.8,1143,112,620,1827,1143,28.1,40.3,1.5086,111
1.6,1216,143,9.5,960,87,788,1662,1256,17.9,56.2,1.142,92
1.7,-200,-200,-200.0,-200,250,-200,-200,-200,-200.0,-200.0,-200.0,131
6.3,1408,-200,28.0,1502,692,640,1843,1598,11.6,64.3,0.8789,178
-200.0,858,-200,7.2,866,69,874,1421,715,25.3,28.4,0.9041,88
-200.0,965,-200,6.4,832,-200,795,1455,978,25.8,39.5,1.2949,-200
-200.0,-200,-200,-200.0,-200,-200,-200,-200,-200,-200.0,-200.0,-200.0,-200
3.7,1370,-200,22.8,1372,404,485,1945,1400,20.8,64.7,1.5692,124
1.6,1044,135,8.0,900,137,934,1471,919,13.8,47.4,0.7435,96
5.7,1673,-200,27.2,1484,649,397,2008,1812,19.4,56.3,1.25,196
0.8,-200,-200,-200.0,-200,-200,-200,-200,-200,-200.0,-200.0,-200.0,-200
0.5,903,-200,2.7,631,-200,1070,1458,550,27.8,43.7,1.6039,-200
1.0,899,-200,2.3,603,122,1055,782,379,12.3,29.9,0.4255,97
-200.0,-200,-200,-200.0,-200,41,-200,-200,-200,-200.0,-200.0,-200.0,62
1.1,838,-200,1.9,580,167,1055,791,516,12.7,33.6,0.4902,127
-200.0,1311,-200,19.4,1279,-200,648,1991,1520,18.1,51.1,1.0551,-200
1.0,-200,80,-200.0,-200,69,-200,-200,-200,-200.0,-200.0,-200.0,83
1.0,913,-200,3.1,659,86,1010,1121,748,10.3,74.9,0.9362,55
3.6,-200,-200,-200.0,-200,622,-200,-200,-200,-200.0,-200.0,-200.0,164
0.3,837,29,1.2,518,18,1581,1182,360,10.5,60.8,0.7704,29
1.7,927,-200,4.7,748,205,888,1157,696,15.9,54.9,0.9853,113
1.7,-200,-200,-200.0,-200,178,-200,-200,-200,-200.0,-200.0,-200.0,134
2.7,1216,-200,14.5,1134,360,566,1403,1336,12.2,56.9,0.8068,138
1.9,937,-200,9.1,942,226,852,1276,773,22.3,29.5,0.7838,90
2.9,1354,-200,19.2,1275,294,543,1799,1338,28.4,39.8,1.5191,90
1.7,950,-200,7.4,875,359,850,1179,828,10.7,50.4,0.6467,131
3.4,1311,-200,22.0,1350,232,529,1957,1486,25.8,41.9,1.3688,73
0.4,795,-200,1.8,569,18,1178,1426,497,25.2,55.0,1.7405,27
-200.0,1043,-200,12.1,1053,-200,707,1514,959,20.5,46.0,1.1,-200
4.5,1379,-200,20.6,1312,267,683,1870,1382,24.1,29.9,0.8879,179
1.0,1031,-200,4.7,748,188,738,1245,890,12.9,71.8,1.0657,86
1.5,971,-200,7.6,881,78,916,1635,672,26.6,42.2,1.4452,105
0.4,789,-200,1.2,515,-200,1276,1054,516,13.1,67.6,1.0127,-200
0.8,1017,-200,7.4,873,68,874,1464,721,31.6,22.9,1.0469,73
-200.0,1234,-200,14.3,1126,104,644,1782,1252,30.1,30.2,1.2711,104
1.2,911,-200,3.5,683,188,981,790,558,11.1,23.5,0.3105,135
3.0,1422,-200,14.1,1120,489,476,1525,1696,20.9,43.4,1.0618,161
5.4,1623,-200,28.8,1522,398,447,2110,1618,28.0,38.5,1.437,111
4.1,980,-200,10.8,1008,341,758,1103,993,8.0,41.0,0.4416,151
0.7,838,-200,4.3,726,46,1056,1382,440,35.0,22.4,1.2371,61
1.5,1032,-200,9.9,974,66,763,1800,982,26.2,49.4,1.6555,77
2.5,1256,-200,10.5,996,386,625,1417,1104,12.8,73.6,1.0851,132
0.9,822,-200,2.7,632,187,1074,701,442,3.3,31.5,0.2464,107
1.5,1114,-200,4.9,757,212,744,1204,1070,13.2,66.8,1.0087,107
1.6,1027,-200,6.3,824,-200,753,1171,969,6.9,80.7,0.8054,-200
2.0,1109,-200,9.3,951,210,664,1570,1076,20.8,71.7,1.7415,77
2.7,1360,-200,12.4,1063,387,507,1483,1420,16.2,53.0,0.9722,183
2.0,1021,-200,9.5,959,332,760,1297,910,7.9,73.5,0.7883,149
1.4,1004,-200,4.8,753,181,879,942,1036,4.2,57.1,0.4759,106
0.9,862,71,2.7,635,58,1320,1193,393,17.2,35.0,0.6789,58
-200.0,1087,-200,12.7,1075,-200,944,1558,886,27.3,20.5,0.7308,-200
1.1,868,-200,2.9,647,131,1054,962,828,8.4,54.5,0.6022,85
1.4,973,-200,5.7,797,221,845,845,769,12.9,20.6,0.3045,154
-200.0,1008,-200,9.7,968,-200,783,1348,1000,17.3,50.3,0.9837,-200
1.2,1001,-200,6.6,838,56,801,1614,668,32.0,38.2,1.788,73
2.2,1267,-200,12.4,1064,138,706,1766,1348,17.3,58.8,1.1494,100
1.2,966,-200,4.4,735,59,932,1494,567,28.2,41.9,1.5776,70
2.2,1177,-200,8.8,931,293,656,1281,979,5.8,77.8,0.7223,193
1.5,943,-200,5.1,770,222,856,959,583,19.3,24.7,0.5483,147
3.1,1073,-200,14.0,1117,220,693,1762,1052,24.0,36.3,1.0708,119
0.6,850,-200,3.9,703,38,1021,1511,658,21.2,55.0,1.3689,54
1.3,1161,-200,10.4,992,324,601,1211,906,18.2,28.1,0.5817,168
2.7,1221,-200,9.3,952,432,641,1334,1147,15.2,54.7,0.9362,165
2.9,1284,405,13.6,1103,167,755,1704,1064,20.4,34.7,0.8229,116
1.4,995,103,5.7,796,66,1159,1287,587,21.2,23.1,0.5768,72
1.5,1098,101,4.7,747,80,1094,1360,764,14.9,43.5,0.7302,91
-200.0,1137,-200,15.5,1165,121,649,1840,974,36.6,23.3,1.4042,137
1.2,1155,-200,4.4,734,122,1062,1528,1035,14.5,65.3,1.0704,91
-200.0,1059,-200,8.4,914,-200,697,1617,895,26.0,47.6,1.5806,-200
0.6,737,-200,0.9,492,-200,1391,880,467,11.2,41.3,0.5498,-200
0.9,1065,-200,7.4,872,82,831,1481,927,31.6,23.8,1.0842,97
3.9,1378,-200,21.7,1342,204,612,2076,1489,19.8,47.9,1.092,133
0.7,938,-200,4.4,734,65,847,1607,947,21.4,75.5,1.9069,57
0.3,831,-200,6.2,822,-200,1085,1418,710,17.8,44.8,0.9048,-200
0.7,933,-200,5.5,786,144,1018,1306,858,22.3,43.8,1.1631,73
0.5,784,-200,1.7,562,42,1460,1286,389,20.8,40.7,0.9882,52
0.4,813,-200,2.0,581,-200,1176,1320,627,22.7,53.8,1.4673,-200
1.5,984,-200,7.5,879,89,940,1527,792,13.9,62.9,0.9948,85
1.4,837,-200,6.0,812,31,1065,1171,624,19.8,31.2,0.7127,9
0.7,921,35,1.4,538,-200,1564,1224,417,9.5,68.2,0.8091,-200
0.3,811,-200,1.0,494,60,1118,872,470,9.6,51.0,0.6082,46
-200.0,974,-200,4.5,740,-200,873,1595,703,26.1,59.0,1.9669,-200
5.0,1472,-200,24.5,1418,756,459,1681,1554,6.8,74.8,0.7423,159
0.7,805,-200,2.7,632,115,1176,1033,475,18.0,34.7,0.7089,63
2.2,1056,-200,13.0,1083,-200,865,1723,898,37.8,17.4,1.1219,-200
4.1,1205,-200,19.9,1294,-200,579,1744,1317,28.9,25.4,0.9933,-200
0.5,836,-200,1.2,520,86,1296,832,479,7.0,47.2,0.4745,67
1.0,890,-200,2.0,585,129,1097,776,454,7.2,34.2,0.3488,92
3.5,1200,-200,19.1,1270,239,654,1906,1264,33.6,22.9,1.1747,176
1.3,1053,-200,3.5,680,166,890,1166,807,11.3,80.1,1.0741,108
-200.0,1468,-200,19.4,1280,-200,518,1899,1423,19.7,66.4,1.5035,-200
2.8,1097,-200,16.6,1199,190,699,1738,1006,28.3,24.9,0.9412,158
7.9,1816,-200,46.3,1897,814,330,2641,2164,21.7,61.9,1.592,158
4.8,1288,-200,17.6,1228,632,549,1333,1502,8.3,40.3,0.4411,250
-200.0,1538,-200,22.4,1362,-200,473,1924,1793,25.7,54.5,1.7684,-200
6.1,1640,401,24.0,1404,351,743,2191,1654,9.6,67.8,0.8133,165
0.5,809,-200,3.2,666,38,1093,1455,714,21.8,47.3,1.2189,55
2.5,-200,-200,-200.0,-200,96,-200,-200,-200,-200.0,-200.0,-200.0,105
3.4,1452,-200,23.1,1381,619,428,1661,1695,13.8,43.6,0.6825,226
4.0,1233,-200,23.8,1398,230,613,1975,1834,32.6,20.6,0.9939,159
1.5,942,-200,4.4,733,271,912,800,609,13.6,20.0,0.3093,156
6.6,1852,534,36.4,1696,377,553,2535,1931,14.1,50.0,0.802,127
4.6,1442,669,21.5,1337,243,630,2004,1523,15.3,46.8,0.8074,134
1.1,958,-200,8.7,928,351,841,986,1120,13.3,24.3,0.3686,174
-200.0,914,-200,11.0,1014,-200,988,1597,775,29.1,22.3,0.8811,-200
-200.0,1339,-200,18.6,1257,-200,579,2031,1360,24.6,63.9,1.9459,-200
3.4,1384,-200,23.5,1391,228,552,2316,1548,24.7,49.5,1.5201,102
5.0,1424,-200,27.3,1486,506,523,2084,1537,32.2,28.8,1.3624,218
1.6,1086,-200,10.1,981,100,688,1818,1007,27.0,57.5,2.0183,86
4.3,1318,-200,24.6,1420,311,586,2316,1640,25.9,44.3,1.4544,166
1.5,1108,-200,5.4,783,272,758,1115,964,6.0,70.1,0.6577,151
2.9,1375,-200,14.5,1134,518,504,1467,1470,8.7,61.6,0.696,141
1.3,-200,-200,-200.0,-200,82,-200,-200,-200,-200.0,-200.0,-200.0,75
6.3,1604,-200,25.4,1438,968,466,1650,2018,12.2,53.9,0.7617,188
3.4,1275,-200,16.4,1193,587,596,1389,1393,6.4,65.6,0.6348,140
-200.0,1472,-200,24.8,1424,314,499,2257,1808,24.8,43.2,1.3387,135
1.9,1096,-200,8.5,921,-200,716,1534,988,24.3,45.4,1.365,-200
2.4,1100,-200,6.7,842,309,774,1296,882,12.0,80.0,1.1167,89
0.5,846,31,1.6,557,19,1385,1212,406,15.6,43.4,0.7651,32
1.9,1056,-200,7.5,878,244,758,1308,856,18.3,51.6,1.0732,116
5.4,1677,367,21.8,1346,300,741,2062,1657,9.7,64.6,0.7771,134
-200.0,854,-200,3.8,700,98,980,1151,665,17.0,52.3,1.0009,56
1.7,1197,-200,7.6,881,320,820,1295,1173,12.3,81.9,1.1674,99
1.1,1002,-200,6.3,828,233,798,1307,857,14.0,76.6,1.2183,58
4.4,1364,-200,22.9,1376,235,580,2168,1356,32.5,30.9,1.4875,179
4.0,1418,542,19.5,1282,231,681,1890,1418,19.2,35.7,0.7826,129
-200.0,796,-200,1.5,545,-200,1210,853,450,9.3,44.0,0.5153,-200
3.5,1401,-200,21.7,1342,192,663,1959,1267,31.2,20.3,0.9064,148
1.3,927,-200,6.3,826,173,1021,1331,734,22.1,42.8,1.1265,94
-200.0,753,-200,0.4,426,-200,1568,792,337,6.9,49.3,0.4913,-200
2.7,1385,-200,11.9,1045,449,496,1462,1572,17.0,56.6,1.0902,159
3.8,-200,-200,-200.0,-200,498,-200,-200,-200,-200.0,-200.0,-200.0,173
0.4,878,-200,5.4,784,46,1181,1407,610,21.4,36.9,0.9271,64
1.1,936,-200,6.8,849,127,798,1381,947,20.4,61.1,1.4495,56
0.3,842,-200,2.6,624,-200,1080,1480,712,26.0,44.2,1.4657,-200
1.6,1184,43,5.4,782,83,1176,1365,1043,8.8,63.9,0.7256,82
5.1,1427,-200,26.2,1458,479,507,2049,1566,28.8,39.0,1.5203,213
-200.0,863,-200,4.6,745,-200,1098,1496,786,19.0,54.0,1.1745,-200
-200.0,800,-200,1.5,541,71,1250,779,407,6.1,42.6,0.4041,58
3.3,1289,-200,15.4,1161,335,552,1765,1289,21.3,70.3,1.7574,91
1.6,856,-200,4.4,734,263,1041,853,781,12.5,24.0,0.3462,121
3.0,1231,-200,12.4,1064,509,618,1188,1082,28.8,15.1,0.5877,211
2.9,1102,-200,16.5,1195,196,690,1762,1325,28.5,27.8,1.0665,149
3.0,1232,-200,12.7,1074,472,606,1504,1317,14.0,75.7,1.2051,107
3.5,1087,-200,8.1,903,272,713,1106,1026,7.2,56.7,0.579,161
1.2,1045,120,5.9,808,65,1038,1421,589,16.4,47.7,0.8819,69
4.0,1542,-200,15.4,1161,464,531,1435,1972,11.4,67.9,0.9119,181
2.7,1248,-200,11.1,1018,367,599,1289,1167,19.9,33.0,0.7608,181
0.7,917,-200,1.7,562,131,1099,827,418,5.6,51.3,0.4712,99
-200.0,822,-200,1.8,569,14,1204,1396,429,25.6,46.8,1.5111,22
0.8,1033,-200,3.8,701,224,782,883,1206,3.2,52.4,0.4071,137
5.2,1610,-200,28.0,1502,1023,420,1697,2087,5.5,69.3,0.6331,240
-200.0,791,-200,0.8,480,-200,1259,738,422,4.5,39.7,0.3379,-200
1.7,1064,-200,6.4,830,270,739,1053,1059,7.8,49.9,0.5307,144
2.2,1100,-200,13.7,1107,129,676,1801,876,35.5,25.7,1.4626,173
3.1,1290,-200,18.5,1253,371,550,1807,1332,20.2,72.3,1.6893,135
0.8,973,-200,5.8,802,74,806,1597,1139,23.6,51.5,1.4852,70
2.0,1016,-200,9.1,945,498,724,1147,1038,4.0,84.4,0.6943,93
2.0,1124,-200,9.0,939,292,737,1126,1317,11.2,45.1,0.6004,118
-200.0,1115,-200,12.1,1053,158,686,1722,1086,34.8,26.0,1.4241,141
3.1,1472,-200,18.2,1246,306,512,1873,1455,28.1,45.3,1.6957,87
0.5,778,-200,1.2,517,96,1330,890,510,10.2,43.6,0.5405,63
2.6,1238,-200,11.6,1037,212,583,1388,1000,15.5,40.7,0.7103,132
3.1,1155,-200,11.6,1034,445,648,1061,1429,8.2,30.1,0.327,196
-200.0,1056,-200,8.7,926,-200,748,1643,702,37.9,25.7,1.6651,-200
3.3,1353,-200,18.9,1265,523,507,1833,1475,20.2,65.8,1.5374,91
1.7,1019,-200,5.5,788,226,828,1267,812,11.4,83.7,1.1278,85
0.8,897,-200,2.0,581,-200,1184,1181,636,13.6,82.8,1.2845,-200
-200.0,1108,-200,10.2,985,98,727,1708,1001,36.8,27.2,1.6623,108
0.7,852,-200,4.5,739,37,1095,1525,837,19.6,54.8,1.236,63
0.9,900,-200,2.0,582,107,1081,792,377,11.2,33.8,0.449,85
4.6,1493,-200,23.8,1399,618,466,1893,1708,19.0,61.6,1.3407,150
2.6,1176,301,14.2,1123,166,816,1609,1068,20.4,26.7,0.6323,125
0.9,987,-200,4.5,740,54,1105,1407,523,26.7,28.1,0.9688,53
1.1,878,-200,3.6,687,212,964,1035,813,5.9,76.6,0.7179,89
4.5,1520,-200,30.1,1552,801,568,1615,2104,16.0,38.6,0.6952,198
2.8,971,-200,4.5,739,181,868,972,664,9.9,43.5,0.53,117
0.7,936,-200,2.4,611,134,911,949,741,13.5,40.0,0.6168,89
-200.0,853,-200,4.3,727,44,1179,1417,621,17.7,51.9,1.0379,59
0.6,936,-200,2.6,628,104,876,1173,782,12.3,74.2,1.0583,64
1.0,863,-200,3.3,669,198,993,776,511,11.3,24.9,0.3318,133
1.9,1052,-200,10.3,987,224,700,1556,1102,20.0,63.3,1.4672,62
-200.0,1518,-200,27.2,1483,-200,454,2098,1666,20.8,65.1,1.5782,-200
-200.0,1508,-200,22.1,1355,-200,609,2034,1623,11.6,58.7,0.7999,-200
1.8,970,-200,5.7,798,325,842,941,874,4.5,49.6,0.421,191
6.2,1819,-200,31.3,1582,357,575,2456,1716,13.6,58.8,0.912,166
0.4,815,-200,1.4,538,-200,1412,1272,379,16.0,53.7,0.9723,-200
2.8,1167,-200,11.4,1027,422,610,1289,1119,4.8,79.0,0.6845,249
1.8,979,-200,8.9,937,94,919,1683,858,23.3,44.5,1.2566,101
1.0,845,-200,1.8,569,128,1151,709,397,7.9,25.9,0.2774,95
2.9,1271,-200,11.5,1031,484,618,1138,1464,5.4,51.8,0.4698,236
-200.0,1524,-200,20.8,1320,-200,514,1925,1481,23.7,55.6,1.6074,-200
1.6,969,-200,6.7,843,354,857,1213,821,6.9,86.0,0.8632,165
1.7,1027,-200,8.8,933,224,806,1465,1050,22.2,48.0,1.2678,85
0.9,925,-200,3.3,672,140,991,1154,709,16.1,55.4,1.0089,86
0.3,928,-200,4.1,716,39,1060,1252,459,39.4,13.7,0.9639,57
-200.0,1282,-200,18.2,1247,-200,561,1829,1285,26.0,44.5,1.4731,-200
-200.0,1288,-200,19.3,1278,-200,521,2182,1473,26.2,52.8,1.7729,-200
3.8,1437,-200,16.7,1202,660,507,1510,1459,5.6,80.4,0.7382,197
0.8,861,51,2.2,601,39,1351,1225,439,15.4,43.0,0.7482,51
1.9,1111,-200,6.3,825,295,679,1238,975,14.8,61.3,1.025,124
4.3,1403,-200,15.4,1161,614,487,1576,1583,15.9,56.6,1.0147,178
2.3,1269,-200,11.9,1047,144,809,1721,1080,22.6,39.3,1.06,114
1.3,1009,-200,7.0,859,132,944,1420,1016,16.0,38.1,0.6879,102
4.6,1482,692,20.8,1319,230,660,1975,1703,21.5,40.8,1.0333,146
1.1,953,-200,6.4,830,88,986,1521,860,16.0,56.5,1.0166,86
2.1,1121,-200,8.1,901,308,712,1215,1134,8.9,71.8,0.818,98
-200.0,1217,-200,12.8,1077,-200,603,1628,1270,19.0,71.6,1.5549,-200
-200.0,902,-200,4.4,735,-200,890,1410,781,23.0,46.2,1.2783,-200
2.1,1317,-200,9.3,952,366,541,1443,1393,19.1,57.5,1.2569,124
2.1,1155,-200,8.2,909,252,604,1331,1244,14.2,65.4,1.0497,144
2.4,1242,-200,16.2,1185,733,625,1297,1511,4.9,55.8,0.4882,232
1.1,1006,89,4.3,729,65,1142,1370,795,14.5,49.4,0.8106,80
4.3,1425,-200,16.0,1178,735,468,1477,1761,15.9,42.2,0.7553,202
3.6,1351,-200,17.5,1226,420,648,1649,1248,13.0,76.0,1.1317,122
-200.0,1282,-200,18.3,1247,-200,560,1861,1258,20.5,61.5,1.4673,-200
0.4,843,-200,1.5,544,20,1242,1442,447,24.4,57.9,1.7476,29
1.2,931,-200,7.7,885,86,892,1467,585,26.9,27.1,0.948,101
0.9,913,-200,4.4,734,-200,864,1338,646,25.6,37.6,1.2131,-200
-200.0,1347,-200,16.2,1186,-200,560,1713,1493,22.5,55.6,1.499,-200
1.9,1125,-200,12.0,1051,125,730,1771,923,36.9,23.3,1.4313,120
1.8,1155,-200,5.8,804,232,815,1510,773,19.4,80.5,1.7917,81
2.5,1247,134,12.3,1060,147,1032,1525,1069,28.5,14.9,0.5708,114
-200.0,798,-200,2.2,599,-200,1205,1141,517,14.7,57.4,0.9564,-200
3.5,1567,467,19.4,1280,177,661,1970,1476,23.4,39.7,1.1276,134
1.0,966,-200,5.4,784,27,870,1530,652,39.5,24.3,1.7216,36
-200.0,746,-200,0.9,493,17,1522,1063,435,17.5,29.1,0.5773,31
-200.0,851,-200,4.3,726,124,897,1277,799,15.0,77.9,1.3197,42
3.6,1428,-200,19.7,1288,487,465,1580,1629,13.2,61.8,0.9313,146
1.4,1073,134,6.0,812,112,988,1500,950,10.8,70.5,0.9142,65
-200.0,826,-200,3.5,682,-200,1088,1342,532,24.5,40.6,1.2327,-200
1.0,957,-200,2.8,641,95,1013,940,784,4.2,77.0,0.6439,70
0.1,872,-200,3.2,662,211,1007,874,628,4.5,48.4,0.4131,134
1.9,-200,-200,-200.0,-200,214,-200,-200,-200,-200.0,-200.0,-200.0,156
3.3,1097,-200,16.9,1206,-200,813,1867,1088,26.5,29.7,1.0123,-200
0.9,911,-200,4.6,743,41,1052,1370,739,16.7,43.4,0.8193,54
-200.0,918,-200,7.1,860,74,807,1488,943,21.2,41.2,1.0246,72
2.2,1192,-200,10.0,976,335,618,1290,1110,7.3,70.0,0.7195,194
1.4,1217,-200,6.7,846,263,650,1120,1481,2.9,75.6,0.5742,136
2.8,1328,154,12.3,1059,153,987,1600,1101,19.4,31.3,0.695,124
0.8,900,-200,2.5,622,112,1008,861,387,21.7,20.9,0.5367,81
-200.0,-200,-200,-200.0,-200,-200,-200,-200,-200,-200.0,-200.0,-200.0,-200
1.2,987,-200,4.1,715,165,884,1145,797,11.0,68.7,0.9001,101
3.6,1473,-200,21.2,1330,619,497,1908,1677,23.2,56.6,1.5929,129
0.9,894,-200,6.0,810,82,1204,1421,585,21.8,34.9,0.9004,74
1.1,1014,-200,4.4,731,-200,784,1062,1038,4.6,78.2,0.6684,-200
2.5,1151,-200,10.1,983,375,629,1244,1121,5.7,72.5,0.6686,232
2.1,1118,-200,13.4,1096,257,647,1649,1130,19.9,65.3,1.5066,102
3.1,1210,-200,15.1,1151,406,569,1428,1345,11.3,60.1,0.8022,143
2.7,1315,212,12.6,1072,191,736,1833,1273,16.3,73.2,1.3458,116
-200.0,1381,-200,22.1,1355,-200,516,1931,1583,25.8,44.7,1.459,-200
-200.0,1376,-200,21.0,1324,-200,527,1886,1571,22.9,52.6,1.4519,-200
0.3,791,-200,0.6,459,43,1421,809,390,6.6,51.3,0.5026,40
0.1,749,-200,0.7,466,23,1803,1089,307,16.1,36.5,0.664,29
1.0,865,-200,1.7,561,103,1102,791,434,2.9,49.0,0.3725,83
-200.0,828,-200,1.1,506,75,1222,945,673,4.8,75.7,0.659,73
-200.0,1301,-200,12.9,1080,-200,579,1435,1248,11.0,73.8,0.9677,-200
3.7,1321,-200,17.5,1224,537,543,1617,1424,20.3,46.7,1.0971,192
1.2,912,-200,6.7,842,-200,863,1489,1015,21.2,45.8,1.1353,-200
0.2,869,-200,2.9,646,180,1068,876,476,4.3,45.9,0.3843,115
1.6,1272,51,6.5,836,131,1205,1490,1110,11.2,59.6,0.7888,116
2.3,1408,294,12.1,1052,149,761,1684,1443,16.8,53.2,1.01,124
-200.0,731,-200,3.6,686,-200,1212,1104,413,38.3,10.0,0.6591,-200
1.1,1168,-200,6.5,836,118,666,1278,822,19.5,39.3,0.882,92
0.7,958,-200,4.9,758,206,858,985,719,4.3,56.4,0.4721,134
1.5,1016,-200,6.8,849,99,729,1609,872,26.0,48.0,1.5899,84
0.5,852,-200,2.8,641,83,1012,1172,710,17.0,64.5,1.2374,44
6.3,-200,-200,-200.0,-200,1005,-200,-200,-200,-200.0,-200.0,-200.0,151
3.4,1351,375,16.7,1201,239,783,1828,1307,9.8,59.6,0.7214,110
3.6,1514,-200,17.7,1230,226,732,1996,1252,15.8,53.7,0.9571,116
-200.0,968,-200,6.4,831,-200,810,1425,961,20.0,63.1,1.4592,-200
0.5,878,-200,1.2,517,83,1069,1046,689,12.0,65.2,0.9103,70
1.1,952,-200,6.1,814,250,804,1153,970,8.3,77.2,0.8464,89
1.1,890,-200,3.6,688,-200,1015,897,840,11.7,33.8,0.4623,-200
1.5,1024,-200,3.9,705,199,876,1168,807,11.5,74.2,1.0063,114
-200.0,984,-200,8.3,910,-200,795,1348,875,15.3,58.7,1.0154,-200
1.0,958,-200,6.2,820,40,886,1452,530,39.1,20.7,1.427,68
1.0,1033,-200,4.0,711,220,893,935,893,6.4,43.8,0.423,115
0.7,881,-200,3.5,680,159,1023,813,866,-1.3,47.5,0.2702,110
-200.0,1157,-200,12.9,1082,125,631,1854,907,31.9,37.5,1.7442,114
1.3,974,-200,7.0,855,53,836,1607,610,37.1,27.2,1.6844,67
2.3,1172,-200,14.9,1145,275,735,1676,1049,35.2,25.2,1.4111,128
-200.0,1026,-200,9.5,960,-200,1072,1471,1078,19.9,36.3,0.8349,-200
-200.0,823,-200,2.1,590,-200,1125,1241,624,15.8,77.6,1.3792,-200
3.2,1326,-200,14.6,1137,225,719,1760,1550,20.3,38.1,0.8946,115
-200.0,974,-200,5.5,790,-200,915,895,951,9.1,32.5,0.3766,-200
1.7,-200,-200,-200.0,-200,80,-200,-200,-200,-200.0,-200.0,-200.0,86
-200.0,950,-200,2.5,622,89,960,1093,643,12.0,64.6,0.906,67
1.2,986,-200,5.5,790,57,869,1422,853,26.3,33.1,1.1199,70
0.8,802,-200,3.5,680,105,1091,1137,756,15.3,51.9,0.8982,73
2.4,1104,-200,14.8,1143,133,747,1840,896,37.2,21.6,1.3514,147
4.3,-200,-200,-200.0,-200,861,-200,-200,-200,-200.0,-200.0,-200.0,181
